IncidentNumber,DateOfCall,CalYear,TimeOfCall,HourOfCall,IncidentGroup,StopCodeDescription,SpecialServiceType,PropertyCategory,PropertyType,AddressQualifier,Postcode_full,Postcode_district,UPRN,USRN,IncGeo_BoroughCode,IncGeo_BoroughName,ProperCase,IncGeo_WardCode,IncGeo_WardName,IncGeo_WardNameNew,Easting_m,Northing_m,Easting_rounded,Northing_rounded,Latitude,Longitude,FRS,IncidentStationGround,FirstPumpArriving_AttendanceTime,FirstPumpArriving_DeployedFromStation,SecondPumpArriving_AttendanceTime,SecondPumpArriving_DeployedFromStation,NumStationsWithPumpsAttending,NumPumpsAttending,PumpCount,PumpMinutesRounded,Notional Cost (£),NumCalls
122694-14082023,14-Aug-23,2023,06:43:22,6,Fire,Secondary Fire,,Outdoor,Wasteland ,Open land/water - nearest gazetteer location,RM13 9FL,RM13,10070703694.0,21300820,E09000016,HAVERING,Havering,E05013979,RAINHAM & WENNINGTON,RAINHAM & WENNINGTON,554177.0,181703.0,554150,181750,51.51322187,0.220504373,London,Wennington,235.0,Wennington,,,1.0,1.0,1,60,388,1.0
061970-04052023,04-May-23,2023,09:45:29,9,Special Service,Special Service,Effecting entry/exit,Dwelling,House - single occupancy ,Correct incident location,,SE9,0.0,20101059,E09000004,BEXLEY,Bexley,E05011220,BLACKFEN & LAMORBEY,BLACKFEN & LAMORBEY,,,544750,173050,,,London,Sidcup,320.0,Eltham,,,1.0,1.0,1,60,388,1.0
180834-18112023,18-Nov-23,2023,05:12:10,5,False Alarm,AFA,,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,,SE18,0.0,20800972,E09000011,GREENWICH,Greenwich,E05014087,PLUMSTEAD & GLYNDON,PLUMSTEAD & GLYNDON,,,544450,178250,,,London,Plumstead,293.0,Plumstead,299.0,Plumstead,1.0,2.0,2,60,388,1.0
042460-26032023,26-Mar-23,2023,19:51:24,19,Fire,Secondary Fire,,Outdoor,Park ,Open land/water - nearest gazetteer location,CR0 3RD,CR0,10014052608.0,20500813,E09000008,CROYDON,Croydon,E05011487,WADDON,WADDON,531589.0,165560.0,531550,165550,51.37385958,-0.110803502,London,Croydon,255.0,Croydon,,,1.0,1.0,1,60,364,1.0
086740-15062023,15-Jun-23,2023,04:57:39,4,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Within same building,,W10,0.0,8401106,E09000033,WESTMINSTER,Westminster,E05013804,QUEEN'S PARK,QUEEN'S PARK,,,524350,182950,,,London,North Kensington,276.0,North Kensington,278.0,North Kensington,1.0,2.0,2,60,388,1.0
017861-05022023,05-Feb-23,2023,08:49:03,8,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,W11,0.0,21700837,E09000020,KENSINGTON AND CHELSEA,Kensington And chelsea,E05009399,NOTTING DALE,NOTTING DALE,,,524150,180850,,,London,North Kensington,197.0,North Kensington,326.0,Kensington,2.0,2.0,2,60,364,2.0
204258-28122023,28-Dec-23,2023,15:58:49,15,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,W10,0.0,8401328,E09000033,WESTMINSTER,Westminster,E05013804,QUEEN'S PARK,QUEEN'S PARK,,,524250,182450,,,London,North Kensington,210.0,North Kensington,233.0,North Kensington,1.0,2.0,2,60,388,1.0
193869-10122023,10-Dec-23,2023,06:24:43,6,Special Service,Special Service,RTC,Road Vehicle,Car ,In street outside gazetteer location,UB3 2TT,UB3,100021428272.0,21401106,E09000017,HILLINGDON,Hillingdon,E05013582,WOOD END,WOOD END,508481.0,181604.0,508450,181650,51.52294873,-0.437744369,London,Hillingdon,268.0,Hillingdon,281.0,Hillingdon,1.0,2.0,2,110,711,1.0
010580-22012023,22-Jan-23,2023,12:53:25,12,Special Service,Special Service,Evacuation (no fire),Dwelling,Bungalow - single occupancy ,Correct incident location,,SE14,0.0,22000716,E09000023,LEWISHAM,Lewisham,E05013728,NEW CROSS GATE,NEW CROSS GATE,,,535650,177350,,,London,New Cross,283.0,New Cross,,,1.0,1.0,1,95,576,1.0
005827-13012023,13-Jan-23,2023,12:48:09,12,Special Service,Special Service,RTC,Road Vehicle,Car ,In street outside gazetteer location,CR8 4HB,CR8,10014053663.0,20500187,E09000008,CROYDON,Croydon,E05011476,PURLEY & WOODCOTE,PURLEY & WOODCOTE,530420.0,160352.0,530450,160350,51.32732047,-0.129490291,London,Purley,165.0,Purley,,,1.0,1.0,1,60,364,1.0
052026-15042023,15-Apr-23,2023,03:23:19,3,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,N22,0.0,21104652,E09000014,HARINGEY,Haringey,E05013605,WOODSIDE,WOODSIDE,,,530850,190850,,,London,Hornsey,348.0,Hornsey,370.0,Hornsey,1.0,2.0,2,60,388,1.0
056216-23042023,23-Apr-23,2023,14:21:40,14,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,IG3,0.0,22306487,E09000026,REDBRIDGE,Redbridge,E05011244,GOODMAYES,GOODMAYES,,,546250,187050,,,London,Ilford,329.0,Dagenham,,,1.0,1.0,1,60,388,1.0
069157-17052023,17-May-23,2023,18:27:32,18,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,N1,0.0,20950061,E09000012,HACKNEY,Hackney,E05009371,DE BEAUVOIR,DE BEAUVOIR,,,532950,183850,,,London,Islington,599.0,Euston,,,1.0,1.0,8,60,388,3.0
062695-05052023,05-May-23,2023,14:15:53,14,False Alarm,AFA,,Non Residential,Other entertainment venue ,Correct incident location,W1S 1RR,W1S,10033649497.0,8401459,E09000033,WESTMINSTER,Westminster,E05013808,WEST END,WEST END,528781.0,181026.0,528750,181050,51.51349365,-0.145506969,London,Soho,520.0,Paddington,567.0,Euston,2.0,2.0,2,60,388,1.0
174238-07112023,07-Nov-23,2023,02:39:06,2,Special Service,Special Service,Advice Only,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,HA2,0.0,21202039,E09000015,HARROW,Harrow,E05013557,RAYNERS LANE,RAYNERS LANE,,,512950,187050,,,London,Northolt,310.0,Northolt,,,1.0,1.0,1,60,388,1.0
036784-14032023,14-Mar-23,2023,21:22:08,21,False Alarm,AFA,,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Within same building,,E5,0.0,20900546,E09000012,HACKNEY,Hackney,E05009373,HACKNEY DOWNS,HACKNEY DOWNS,,,534650,186350,,,London,Stoke Newington,174.0,Shoreditch,,,1.0,1.0,1,60,364,1.0
129335-25082023,25-Aug-23,2023,16:06:07,16,Special Service,Special Service,Hazardous Materials incident,Dwelling,House - single occupancy ,Correct incident location,,RM9,0.0,19900403,E09000002,BARKING AND DAGENHAM,Barking And dagenham,E05014062,GORESBROOK,GORESBROOK,,,547850,184350,,,London,Barking,353.0,Barking,413.0,Barking,1.0,2.0,2,238,1539,1.0
005579-12012023,12-Jan-23,2023,19:12:49,19,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,NW2,0.0,20202091,E09000005,BRENT,Brent,E05013498,BRONDESBURY PARK,BRONDESBURY PARK,,,523450,184650,,,London,Willesden,239.0,Willesden,333.0,West Hampstead,2.0,2.0,2,60,364,1.0
061127-02052023,02-May-23,2023,16:51:55,16,Special Service,Special Service,Hazardous Materials incident,Outdoor,Road surface/pavement ,Open land/water - nearest gazetteer location,WC2N 5DN,WC2N,10033548598.0,8400264,E09000033,WESTMINSTER,Westminster,E05013806,ST. JAMES'S,ST. JAMES'S,529984.0,180471.0,529950,180450,51.50823298,-0.128383143,London,Soho,,,,,,,1,60,388,1.0
001558-04012023,04-Jan-23,2023,02:05:49,2,False Alarm,AFA,,Non Residential,Purpose built office ,Correct incident location,EC1R 0HD,EC1R,5300081567.0,21605901,E09000019,ISLINGTON,Islington,E05013702,CLERKENWELL,CLERKENWELL,531555.0,182317.0,531550,182350,51.524455,-0.1050728,London,Shoreditch,383.0,Shoreditch,,,1.0,1.0,1,60,364,1.0
084138-11062023,11-Jun-23,2023,15:18:29,15,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,N1,0.0,20950049,E09000012,HACKNEY,Hackney,E05009377,HOXTON EAST & SHOREDITCH,HOXTON EAST & SHOREDITCH,,,532950,183750,,,London,Shoreditch,306.0,Islington,355.0,Shoreditch,2.0,2.0,2,60,388,1.0
192220-07122023,07-Dec-23,2023,14:22:38,14,Fire,Primary Fire,,Non Residential,Private greenhouse ,Correct incident location,,UB8,0.0,21400135,E09000017,HILLINGDON,Hillingdon,E05013566,COLHAM & COWLEY,COLHAM & COWLEY,,,507050,181350,,,London,Hillingdon,383.0,Hayes,554.0,Hillingdon,2.0,2.0,2,214,1384,4.0
138502-09092023,09-Sep-23,2023,05:00:13,5,Special Service,Special Service,Assist other agencies,Dwelling,House - single occupancy ,Correct incident location,,HA7,0.0,21201576,E09000015,HARROW,Harrow,E05013551,KENTON EAST,KENTON EAST,,,518650,189450,,,London,Stanmore,319.0,Stanmore,,,1.0,1.0,1,60,388,1.0
201641-23122023,23-Dec-23,2023,17:24:25,17,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,,RM14,0.0,21301754,E09000016,HAVERING,Havering,E05013968,CRANHAM,CRANHAM,,,557550,187950,,,London,Hornchurch,476.0,Hornchurch,559.0,Romford,2.0,2.0,2,60,388,1.0
030056-01032023,01-Mar-23,2023,15:16:33,15,Special Service,Special Service,Effecting entry/exit,Dwelling,House - single occupancy ,Correct incident location,,CR0,0.0,20501527,E09000008,CROYDON,Croydon,E05011487,WADDON,WADDON,,,531150,164950,,,London,Croydon,99.0,Croydon,,,1.0,1.0,1,60,364,1.0
077447-01062023,01-Jun-23,2023,02:51:22,2,False Alarm,AFA,,Non Residential,Purpose built office ,Correct incident location,W1B 4HU,W1B,200001528175.0,8401217,E09000033,WESTMINSTER,Westminster,E05013808,WEST END,WEST END,529291.0,180736.0,529250,180750,51.51077094,-0.138258582,London,Soho,348.0,Soho,,,1.0,1.0,1,60,388,1.0
008644-19012023,19-Jan-23,2023,01:32:48,1,False Alarm,False alarm - Good intent,,Other Residential,Nursing/Care Home/Hospice,Correct incident location,E10 7EB,E10,100022957279.0,22850300,E09000031,WALTHAM FOREST,Waltham Forest,E05013895,LEA BRIDGE,LEA BRIDGE,537345.0,187830.0,537350,187850,51.57262423,-0.019508041,London,Leyton,242.0,Leyton,382.0,Walthamstow,2.0,2.0,2,63,382,1.0
041298-24032023,24-Mar-23,2023,10:35:08,10,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Within same building,,SW2,0.0,21900807,E09000022,LAMBETH,Lambeth,E05014109,ST. MARTIN'S,ST. MARTIN'S,,,531250,172650,,,London,West Norwood,287.0,West Norwood,,,1.0,1.0,1,60,364,2.0
163277-19102023,19-Oct-23,2023,17:27:07,17,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,W9,0.0,8400921,E09000033,WESTMINSTER,Westminster,E05013800,MAIDA VALE,MAIDA VALE,,,525150,182250,,,London,Paddington,275.0,North Kensington,,,1.0,1.0,1,60,388,1.0
163845-20102023,20-Oct-23,2023,12:58:29,12,False Alarm,AFA,,Non Residential,Takeaway/ fast food ,Correct incident location,SW16 1EX,SW16,100023317223.0,21901326,E09000022,LAMBETH,Lambeth,E05014116,STREATHAM WELLS,STREATHAM WELLS,530231.0,172285.0,530250,172250,51.4346055,-0.1278419,London,Tooting,226.0,West Norwood,,,1.0,1.0,1,60,388,1.0
017295-04022023,04-Feb-23,2023,08:02:19,8,Special Service,Special Service,Assist other agencies,Other Residential,Nursing/Care Home/Hospice,Correct incident location,SW12 9AH,SW12,100022610588.0,22900217,E09000032,WANDSWORTH,Wandsworth,E05014009,BALHAM,BALHAM,528739.0,173733.0,528750,173750,51.44796471,-0.148762233,London,Tooting,315.0,Clapham,,,1.0,1.0,1,60,364,1.0
035277-12032023,12-Mar-23,2023,00:15:39,0,False Alarm,False alarm - Good intent,,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,,RM5,0.0,21301281,E09000016,HAVERING,Havering,E05013974,HAVERING-ATTE-BOWER,HAVERING-ATTE-BOWER,,,550650,192150,,,London,Romford,302.0,Romford,,,1.0,1.0,1,60,364,1.0
008396-18012023,18-Jan-23,2023,16:10:46,16,False Alarm,False alarm - Good intent,,Dwelling,House - single occupancy ,Correct incident location,,DA16,0.0,20101316,E09000004,BEXLEY,Bexley,E05011226,FALCONWOOD & WELLING,FALCONWOOD & WELLING,,,547550,175750,,,London,Bexley,336.0,Bexley,436.0,Plumstead,2.0,2.0,2,60,364,1.0
056615-24042023,24-Apr-23,2023,11:43:54,11,False Alarm,AFA,,Non Residential,Single shop ,Within same building,SE20 8RW,SE20,100023633216.0,20302875,E09000006,BROMLEY,Bromley,E05014002,PENGE & CATOR,PENGE & CATOR,535500.0,170154.0,535550,170150,51.4142265,-0.052897524,London,Beckenham,200.0,Beckenham,,,1.0,1.0,1,60,388,1.0
183341-22112023,22-Nov-23,2023,18:16:12,18,Special Service,Special Service,No action (not false alarm),Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,N7,0.0,21603373,E09000019,ISLINGTON,Islington,E05013713,TUFNELL PARK,TUFNELL PARK,,,530350,185950,,,London,Holloway,358.0,Kentish Town,,,1.0,1.0,1,60,388,2.0
204466-29122023,29-Dec-23,2023,00:48:22,0,Fire,Secondary Fire,,Outdoor Structure,Large refuse/rubbish container (eg skip/ paladin),In street outside gazetteer location,E14 6BL,E14,6646122.0,22700181,E09000030,TOWER HAMLETS,Tower Hamlets,E05009325,LANSBURY,LANSBURY,537651.0,181620.0,537650,181650,51.51674157,-0.017521903,London,Poplar,223.0,Poplar,,,1.0,1.0,1,60,388,1.0
184231-24112023,24-Nov-23,2023,07:25:06,7,False Alarm,AFA,,Non Residential,Infant/Primary school,Correct incident location,DA16 2ST,DA16,100022920308.0,20100478,E09000004,BEXLEY,Bexley,E05011224,EAST WICKHAM,EAST WICKHAM,544805.0,175880.0,544850,175850,51.463377,0.083161514,London,Eltham,581.0,Plumstead,,,1.0,1.0,1,60,388,1.0
068467-16052023,16-May-23,2023,13:45:51,13,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,,UB2,0.0,20602617,E09000009,EALING,Ealing,E05013533,NORWOOD GREEN,NORWOOD GREEN,,,513650,178650,,,London,Southall,401.0,Southall,440.0,Heston,2.0,2.0,2,60,388,1.0
116567-03082023,03-Aug-23,2023,06:51:06,6,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Within same building,,SW11,0.0,22904532,E09000032,WANDSWORTH,Wandsworth,E05014010,BATTERSEA PARK,BATTERSEA PARK,,,527250,177050,,,London,Battersea,272.0,Chelsea,521.0,Battersea,2.0,2.0,2,60,388,1.0
145013-19092023,19-Sep-23,2023,09:58:28,9,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,UB5,0.0,20600257,E09000009,EALING,Ealing,E05013532,NORTHOLT WEST END,NORTHOLT WEST END,,,511950,182750,,,London,Southall,371.0,Northolt,393.0,Northolt,1.0,2.0,2,60,388,1.0
163060-19102023,19-Oct-23,2023,09:54:25,9,False Alarm,AFA,,Non Residential,Infant/Primary school,Correct incident location,W6 0SL,W6,34006775.0,21000673,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013746,RAVENSCOURT,RAVENSCOURT,522386.0,178710.0,522350,178750,51.49409779,-0.238416101,London,Hammersmith,342.0,Hammersmith,,,1.0,1.0,1,60,388,1.0
084002-11062023,11-Jun-23,2023,12:11:20,12,False Alarm,AFA,,Other Residential,Hotel/motel ,Correct incident location,TW6 1AH,TW6,10093733927.0,21403389,E09000017,HILLINGDON,Hillingdon,E05013570,HEATHROW VILLAGES,HEATHROW VILLAGES,507509.0,175671.0,507550,175650,51.46981153,-0.453555324,London,Heathrow,519.0,Hillingdon,724.0,Hillingdon,2.0,3.0,3,60,388,2.0
107561-18072023,18-Jul-23,2023,15:45:06,15,False Alarm,AFA,,Other Residential,Retirement/Old Persons Home,Correct incident location,W11 2NQ,W11,217083338.0,21701024,E09000020,KENSINGTON AND CHELSEA,Kensington And chelsea,E05009392,COLVILLE,COLVILLE,524731.0,180766.0,524750,180750,51.5120627,-0.2039338,London,North Kensington,190.0,North Kensington,299.0,Kensington,3.0,3.0,3,60,388,2.0
177325-12112023,12-Nov-23,2023,11:13:22,11,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Correct incident location,,NW3,0.0,20400276,E09000007,CAMDEN,Camden,E05013671,WEST HAMPSTEAD,WEST HAMPSTEAD,,,525950,184950,,,London,West Hampstead,158.0,Kentish Town,200.0,West Hampstead,2.0,3.0,3,60,388,1.0
012550-26012023,26-Jan-23,2023,01:10:02,1,False Alarm,AFA,,Non Residential,Cinema ,Correct incident location,SE10 0QJ,SE10,10010223864.0,20800247,E09000011,GREENWICH,Greenwich,E05014082,GREENWICH PENINSULA,GREENWICH PENINSULA,539829.0,178764.0,539850,178750,51.49054284,0.012722111,London,East Greenwich,211.0,East Greenwich,,,1.0,1.0,1,60,364,1.0
201161-22122023,22-Dec-23,2023,19:08:13,19,Special Service,Special Service,Effecting entry/exit,Other Residential,Retirement/Old Persons Home,Correct incident location,TW1 2QF,TW1,100023391586.0,22403721,E09000027,RICHMOND UPON THAMES,Richmond Upon thames,E05013789,TWICKENHAM RIVERSIDE,TWICKENHAM RIVERSIDE,517451.0,174545.0,517450,174550,51.45771015,-0.310852263,London,Twickenham,376.0,Richmond,,,1.0,1.0,1,60,388,1.0
000772-02012023,02-Jan-23,2023,09:00:08,9,Fire,Secondary Fire,,Outdoor,Hedge,On land associated with building,SE9 3EL,SE9,100020934783.0,20800055,E09000011,GREENWICH,Greenwich,E05014086,"MOTTINGHAM, COLDHARBOUR & NEW ELTHAM","MOTTINGHAM, COLDHARBOUR & NEW ELTHAM",542913.0,172485.0,542950,172450,51.43334894,0.054571232,London,Eltham,320.0,Eltham,,,1.0,1.0,1,60,364,1.0
081870-08062023,08-Jun-23,2023,11:13:36,11,Special Service,Special Service,Medical Incident,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,,E14,0.0,22700360,E09000030,TOWER HAMLETS,Tower Hamlets,E05009325,LANSBURY,LANSBURY,,,537550,181250,,,London,Poplar,148.0,Poplar,,,1.0,1.0,1,60,388,1.0
110477-23072023,23-Jul-23,2023,14:50:18,14,Fire,Primary Fire,,Dwelling,House - single occupancy ,Correct incident location,,E5,0.0,20900816,E09000012,HACKNEY,Hackney,E05009380,LEA BRIDGE,LEA BRIDGE,,,535450,185950,,,London,Homerton,188.0,Homerton,401.0,Homerton,1.0,2.0,2,116,750,1.0
018104-05022023,05-Feb-23,2023,18:43:51,18,False Alarm,AFA,,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,,W9,0.0,8400308,E09000033,WESTMINSTER,Westminster,E05013799,LITTLE VENICE,LITTLE VENICE,,,525850,182250,,,London,Paddington,187.0,Paddington,195.0,Paddington,1.0,2.0,2,60,364,1.0
189852-03122023,03-Dec-23,2023,11:46:59,11,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,E17,0.0,22867700,E09000031,WALTHAM FOREST,Waltham Forest,E05013893,HOE STREET,HOE STREET,,,537850,189550,,,London,Walthamstow,529.0,Leytonstone,,,1.0,1.0,1,60,388,1.0
164748-21102023,21-Oct-23,2023,23:05:23,23,Special Service,Special Service,Removal of objects from people,Non Residential,Hospital ,Within same building,N19 5NF,N19,10090262687.0,21600568,E09000019,ISLINGTON,Islington,E05013707,JUNCTION,JUNCTION,529065.0,186925.0,529050,186950,51.56644098,-0.139246838,London,Kentish Town,541.0,Kentish Town,,,1.0,1.0,1,60,388,1.0
168939-29102023,29-Oct-23,2023,11:40:45,11,Special Service,Special Service,Making Safe (not RTC),Dwelling,House - single occupancy ,Correct incident location,,SE13,0.0,22001637,E09000023,LEWISHAM,Lewisham,E05013726,LEE GREEN,LEE GREEN,,,539150,174550,,,London,Lee Green,397.0,Lewisham,,,1.0,1.0,1,145,938,1.0
140733-12092023,12-Sep-23,2023,11:20:34,11,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,,SE6,0.0,22001198,E09000023,LEWISHAM,Lewisham,E05013717,CATFORD SOUTH,CATFORD SOUTH,,,537950,173150,,,London,Lewisham,323.0,Lewisham,,,1.0,1.0,1,60,388,1.0
127083-21082023,21-Aug-23,2023,18:29:22,18,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,,SW6,0.0,21000632,E09000013,HAMMERSMITH AND FULHAM,Hammersmith And fulham,E05013747,SANDS END,SANDS END,,,525750,176550,,,London,Fulham,224.0,Fulham,,,1.0,1.0,1,60,388,1.0
076279-30052023,30-May-23,2023,00:29:53,0,False Alarm,AFA,,Non Residential,Infant/Primary school,Correct incident location,SE10 0DZ,SE10,200002800566.0,20800370,E09000011,GREENWICH,Greenwich,E05014076,EAST GREENWICH,EAST GREENWICH,539423.0,178491.0,539450,178450,51.488194,0.006759,London,East Greenwich,332.0,East Greenwich,,,1.0,1.0,1,60,388,1.0
159863-13102023,13-Oct-23,2023,21:44:16,21,Special Service,Special Service,Lift Release,Non Residential,Train station - concourse ,Within same building,RM1 1SX,RM1,10033424986.0,21301604,E09000016,HAVERING,Havering,E05013981,ST. ALBAN'S,ST. ALBAN'S,551324.0,188450.0,551350,188450,51.5746139,0.1823183,London,Romford,347.0,Dagenham,,,1.0,1.0,1,60,388,1.0
167625-27102023,27-Oct-23,2023,06:46:43,6,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,NW6,0.0,20200716,E09000005,BRENT,Brent,E05013503,KILBURN,KILBURN,,,525450,183250,,,London,Paddington,319.0,West Hampstead,338.0,West Hampstead,1.0,2.0,2,60,388,1.0
154976-06102023,06-Oct-23,2023,01:20:02,1,False Alarm,AFA,,Other Residential,Nursing/Care Home/Hospice,Correct incident location,EN5 5GD,EN5,200159195.0,20044680,E09000003,BARNET,Barnet,E05013628,BARNET VALE,BARNET VALE,525849.0,196018.0,525850,196050,51.64888761,-0.182361567,London,Barnet,127.0,Barnet,,,1.0,1.0,1,60,388,1.0
051601-14042023,14-Apr-23,2023,07:36:09,7,False Alarm,AFA,,Non Residential,Infant/Primary school,Correct incident location,UB6 0PB,UB6,12141136.0,20602363,E09000009,EALING,Ealing,E05013528,NORTH GREENFORD,NORTH GREENFORD,515527.0,184819.0,515550,184850,51.55044722,-0.335169583,London,Northolt,365.0,Northolt,,,1.0,1.0,1,60,388,1.0
183232-22112023,22-Nov-23,2023,14:33:34,14,False Alarm,AFA,,Non Residential,Single shop ,Correct incident location,NW1 8XD,NW1,5083368.0,20400622,E09000007,CAMDEN,Camden,E05013667,PRIMROSE HILL,PRIMROSE HILL,527862.0,184046.0,527850,184050,51.54084282,-0.157635421,London,Euston,603.0,Kentish Town,,,1.0,1.0,1,60,388,1.0
046958-04042023,04-Apr-23,2023,23:27:05,23,Fire,Secondary Fire,,Outdoor Structure,Common external bin storage area,On land associated with building,N17 0NA,N17,10025632968.0,21104730,E09000014,HARINGEY,Haringey,E05013596,NORTHUMBERLAND PARK,NORTHUMBERLAND PARK,534380.0,190702.0,534350,190750,51.59914167,-0.061168869,London,Tottenham,243.0,Tottenham,,,1.0,1.0,1,60,388,1.0
007874-17012023,17-Jan-23,2023,17:04:21,17,Special Service,Special Service,RTC,Road Vehicle,Car ,In street outside gazetteer location,SW15 4JX,SW15,10070248350.0,22905563,E09000032,WANDSWORTH,Wandsworth,E05014030,WEST PUTNEY,WEST PUTNEY,522642.0,173855.0,522650,173850,51.45041241,-0.236408047,London,Wandsworth,555.0,Wandsworth,622.0,Fulham,2.0,2.0,2,60,364,2.0
104493-13072023,13-Jul-23,2023,14:02:27,14,Special Service,Special Service,No action (not false alarm),Dwelling,House - single occupancy ,Within same building,,SM5,0.0,22605655,E09000029,SUTTON,Sutton,E05013761,ST. HELIER EAST,ST. HELIER EAST,,,527450,166650,,,London,Mitcham,280.0,Mitcham,532.0,Wallington,2.0,2.0,2,60,388,1.0
116648-03082023,03-Aug-23,2023,10:29:15,10,Special Service,Special Service,Effecting entry/exit,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,,N15,0.0,21103883,E09000014,HARINGEY,Haringey,E05013598,SEVEN SISTERS,SEVEN SISTERS,,,533250,188750,,,London,Tottenham,255.0,Tottenham,,,1.0,1.0,1,60,388,1.0
